id;url;title;price;price_per_sqm;latitude;longitude;address;surface;rooms;heating_type;floor;rent;property_status;property_type;property form;freeFrom;sellerType;additional information;construction_year;building_type;distance_school;has_school_nearby;distance_park;has_park_nearby;distance_transport;has_transport_nearby;distance_supermarket;has_supermarket_nearby;distance_hospital;has_hospital_nearby;distance_restaurant;has_restaurant_nearby;distance_gym;has_gym_nearby;distance_mall;has_mall_nearby;accessibility_score;facility_count;accessibility_label
IDvI5j;https://www.storia.ro/ro/ofărăa/vnd-apartament-2-camere-dr-hacman-IDvI5j;Vând apartament 2 camere Dr. Hacman;45000.0;1500.0;45.0996753;24.3693179;Ramnicu Valcea, Valcea;30.0;;fără informații;4;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;bucătărie  separată debara;1977;bloc;287;1;252;1;246;1;0;0;185;1;180;1;265;1;271;1;97;7;Excellent - Everything you need within walking distance
IDBf0Y;https://www.storia.ro/ro/ofărăa/apartament-cu-4-camere-decomandat-et-2-cartier-republicii-cu-garaj-IDBf0Y;Apartament cu 4 camere, decomandat, et.2, cartier Republicii cu garaj;95000.0;1250.0;47.6814513;22.462143;Carei, Satu Mare;76.0;;centrală pe gaz;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon garaj bucătărie  separată debara;;bloc;329;1;457;1;981;0;332;1;220;1;337;1;210;1;422;1;82;7;Very Good - Highly accessible location
IDCAY6;https://www.storia.ro/ro/ofărăa/apartament-2-camere-stefan-cel-mare-aleea-circului-IDCAY6;Apartament 2 Camere /Stefan Cel Mare/Aleea Circului;148800.0;3382.0;44.4598057;26.1189131;Tei, Sectorul 2, Bucuresti;44.0;;centralizată;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon;1960;;62;1;232;1;119;1;274;1;636;1;242;1;545;1;473;1;100;8;Excellent - Everything you need within walking distance
IDD8eX;https://www.storia.ro/ro/ofărăa/apartament-de-vnzare-cu-3-camere-n-zona-jiului-bucureti-noi-sec-1-IDD8eX;Apartament De Vânzare cu 3 Camere În Zona jiului-Bucure?ti-noi sec.1;155000.0;2095.0;44.4936194;26.031081;Bucurestii Noi, Sectorul 1, Bucuresti;74.0;;fără informații;;fără informații;de renovat;locuință utilizată;fără informații;fără informații;agenție;fără informații;1954;bloc;464;1;427;1;315;1;4;1;120;1;213;1;167;1;419;1;97;8;Excellent - Everything you need within walking distance
IDB8HZ;https://www.storia.ro/ro/ofărăa/aparatorii-patriei-garsoniera-investitie-bloc-stil-boutique-p-3-IDB8HZ;Aparatorii Patriei - garsoniera investitie - bloc stil boutique P+3;56000.0;1867.0;44.3719958;26.1449273;Aleea Oituz, Popesti Leordeni, Ilfov;30.0;;centrală pe gaz;2;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2024;bloc;261;1;33;1;294;1;300;1;317;1;171;1;238;1;359;1;97;8;Excellent - Everything you need within walking distance
IDDBLK;https://www.storia.ro/ro/ofărăa/apartament-48-m-IDDBLK;Apartament, 48 m²,;86000.0;1792.0;44.381838;26.1270547;Aleea Emil Racovita, Berceni, Sectorul 4, Bucuresti;48.0;;centralizată;7;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-01;agenție;balcon;1971;bloc;131;1;148;1;183;1;264;1;301;1;370;1;384;1;551;1;100;8;Excellent - Everything you need within walking distance
IDBAb7;https://www.storia.ro/ro/ofărăa/apartament-3-camere-finisaje-premium-grand-arena-mall-brancoveanu-IDBAb7;Apartament 3 camere, finisaje premium, Grand Arena Mall, Brancoveanu;117000.0;1448.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;80.8;;centrală pe gaz;parter;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2024;bloc;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDBf0b;https://www.storia.ro/ro/ofărăa/apartament-premium-spre-vanzare-ultracentralăoradea-IDBf0b;Apartament PREMIUM, spre vanzare, UltracentralăOradea;220000.0;2366.0;47.0511844;21.9400895;Subcetate, Oradea, Bihor;93.0;;fără informații;2;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon grădină terasă beci bucătărie  separată scară interioară debara;;;319;1;353;1;155;1;203;1;494;1;240;1;55;1;208;1;100;8;Excellent - Everything you need within walking distance
IDD8eP;https://www.storia.ro/ro/ofărăa/apartament-3-camere-decomandat-dambovita-confără-1-IDD8eP;Apartament 3 camere- Decomandat- Dambovita- Confără 1;89900.0;1498.0;45.7450147;21.211192;Iosefin, Timisoara, Timis;60.0;;fără informații;4;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon;;bloc;208;1;402;1;31;1;527;1;77;1;413;1;499;1;203;1;100;8;Excellent - Everything you need within walking distance
IDCO6n;https://www.storia.ro/ro/ofărăa/apartament-3-camere-de-vanzare-complex-upground-fabrica-de-glucoza-IDCO6n;Apartament 3 camere de vanzare Complex Upground Fabrica de Glucoza;269000.0;2639.0;44.4843475;26.1103204;Pipera, Sectorul 2, Bucuresti;101.95;;fără informații;7;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;bloc;666;1;35;1;0;0;799;1;687;1;375;1;28;1;233;1;100;7;Excellent - Everything you need within walking distance
IDxHge;https://www.storia.ro/ro/ofărăa/metalurgiei-carrefour-2-cam-studio-48mp-bloc-nouă2025-IDxHge;Metalurgiei Carrefour - 2 cam studio 48mp - bloc nouă2025;69900.0;1456.0;44.3677284;26.1142555;Strada Postalionului, IMGB, Sectorul 4, Bucuresti;48.0;;centrală pe gaz;5;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2025;bloc;1066;0;383;1;40;1;694;1;1324;1;760;1;896;1;882;1;100;7;Excellent - Everything you need within walking distance
IDDBLJ;https://www.storia.ro/ro/ofărăa/vand-garsoniera-confără-1-IDDBLJ;vand garsoniera confără 1;35500.0;1183.0;44.5628889;27.3613656;Slobozia, Ialomita;30.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;189;1;109;1;839;0;137;1;154;1;10;1;226;1;42;1;82;7;Very Good - Highly accessible location
IDyXJe;https://www.storia.ro/ro/ofărăa/apartament-4-camere-113mp-plus-1-balcon-7mp-plus-loggie-6mp-pret-IDyXJe;APARTAMENT 4 CAMERE 113MP PLUS 1 BALCON 7MP| PLUS LOGGIE | 6MP | PRET;270000.0;2389.0;46.7683389;23.554953;Strada Petuniei, Grigorescu, Cluj-Napoca, Cluj;113.0;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1972;bloc;415;1;251;1;120;1;142;1;166;1;287;1;387;1;56;1;100;8;Excellent - Everything you need within walking distance
IDB8mo;https://www.storia.ro/ro/ofărăa/apart-2-cam-finalizat-open-space-nouăpoitiers-towers-mutare-imed-IDB8mo;Apart 2 cam finalizat, open space, nouă POITIERS TOWERS - mutare imed;82000.0;1310.0;47.1366417;27.5975449;Bulevardul Poitiers, Manta Rosie, Iasi, Iasi;62.6;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;bucătărie  separată scară interioară;2023;bloc;610;1;799;1;203;1;140;1;137;1;421;1;469;1;144;1;97;8;Excellent - Everything you need within walking distance
IDD8eL;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-50-mpu-zona-iulius-mall-IDD8eL;Apartament 2 camere | Decomandat | 50 mpu | Zona Iulius Mall;150000.0;3000.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;50.0;;centralizată;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;1985;;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDDnfl;https://www.storia.ro/ro/ofărăa/proprietar-vnd-apartament-cu-3-camere-lacul-nouă-IDDnfl;Proprietar /// Vând apartament cu 3 camere. Lacul nouă.;179900.0;2570.0;45.62221419999999;25.6345905;nouă Darste, Brasov, Brasov;70.0;;centralizată;1;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;balcon;2011;bloc;98;1;237;1;230;1;179;1;748;1;702;1;148;1;1996;1;97;8;Excellent - Everything you need within walking distance
IDDBLI;https://www.storia.ro/ro/ofărăa/drumul-taberei-romancierilor-plaza-2-camere-9-10-IDDBLI;Drumul Taberei Romancierilor-Plaza 2 camere 9/10;70000.0;1429.0;44.4213403;26.0344852;Drumul Taberei, Drumul Taberei, Sectorul 6, Bucuresti;49.0;;centralizată;9;fără informații;de renovat;locuință utilizată;fără informații;fără informații;agenție;balcon;1969;bloc;447;1;204;1;106;1;494;1;484;1;588;1;246;1;242;1;100;8;Excellent - Everything you need within walking distance
IDDMMI;https://www.storia.ro/ro/ofărăa/apartament-3-camere-lianelor-nr-2-IDDMMI;Apartament 3 camere Lianelor nr. 2;77000.0;1400.0;46.564676;23.7971063;Turda, Cluj;55.0;;fără informații;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;0;0;171;1;611;0;604;1;1103;1;0;0;1124;0;1181;1;88;4;Very Good - Highly accessible location
IDBeYX;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-ultracentralăIDBeYX;Apartament 2 camere Decomandat Ultracentral;199000.0;3980.0;45.7533725;21.2283064;Cetate, Timisoara, Timis;50.0;;centralizată;6;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1980;clădire de apartamente;232;1;50;1;326;1;297;1;290;1;87;1;88;1;270;1;97;8;Excellent - Everything you need within walking distance
IDDpRU;https://www.storia.ro/ro/ofărăa/apartament-renovat-mobilat-utilat-4-4-boxa-inclusa-si-optiune-garaj-IDDpRU;Apartament Renovat (Mobilat/Utilat) 4/4, BOXA INCLUSA SI OPTIUNE GARAJ;130000.0;2000.0;44.4213403;26.0344852;Drumul Taberei, Sectorul 6, Bucuresti;65.0;;centrală pe gaz;4;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;balcon beci bucătărie  separată debara;1973;bloc;447;1;204;1;106;1;494;1;484;1;588;1;246;1;242;1;100;8;Excellent - Everything you need within walking distance
IDDBLF;https://www.storia.ro/ro/ofărăa/3-camere-bloc-2025-vitan-barzesti-new-world-IDDBLF;3 camere bloc 2025 Vitan Barzesti New World;135000.0;2368.0;44.3936172;26.1454053;Intrarea Vulturului, Splai, Sectorul 4, Bucuresti;57.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2025;;591;1;136;1;277;1;1109;0;347;1;1042;0;162;1;699;1;97;6;Excellent - Everything you need within walking distance
IDD8ey;https://www.storia.ro/ro/ofărăa/apartament-2-camere-mamaia-statiune-90-000eur-IDD8ey;Apartament 2 camere MAMAIA STATIUNE 90.000EUR;90000.0;1607.0;0.0;0.0;N/A;56.0;;fără informații;5;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;0;0;Isolated - Very limited access to amenities
IDCuiv;https://www.storia.ro/ro/ofărăa/discount-10-la-avans-de-50-studio-sector-4-metalurgiei-bucuresti-IDCuiv;discount 10% la avans de 50% studio sector 4 Metalurgiei Bucuresti;68971.0;1413.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;48.8;;centralizată;6;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;dezvoltator;balcon;2024;clădire de apartamente;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDA0jo;https://www.storia.ro/ro/ofărăa/apartament-3-camere-postalionului-mall-grand-arena-zona-brancoveanu-IDA0jo;Apartament 3 camere, Postalionului, Mall Grand Arena, zona Brancoveanu;115500.0;1452.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;79.55;;centrală pe gaz;3;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2025;bloc;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDBeXU;https://www.storia.ro/ro/ofărăa/apartament-2-camere-de-vanzare-centralăbucuresti-IDBeXU;Apartament 2 camere de vanzare , centralăBucuresti;145000.0;2014.0;44.4914465;26.06016;Damaroaia, Sectorul 1, Bucuresti;72.0;;fără informații;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;136;1;129;1;351;1;955;1;905;1;369;1;1129;0;742;1;97;7;Excellent - Everything you need within walking distance
IDDJlC;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-2-camere-in-victoria-rezidential-parcare-inclusa-IDDJlC;Apartament de vanzare 2 camere in Victoria Rezidential parcare inclusa;115000.0;2738.0;47.0293508;21.9459361;Strada Ciheiului, Nufărăl, Oradea, Bihor;42.0;;centralizată;3;€ 400,00;gata de utilizare;locuință nouă;drept de proprietate;fără informații;privat;balcon grădină terasă garaj scară interioară bucătărie  separată;2024;bloc;112;1;385;1;517;0;340;1;434;1;211;1;745;1;211;1;93;7;Excellent - Everything you need within walking distance
IDDBLB;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-cartier-iris-nouă-mall-rivus-IDDBLB;Apartament cu 2 camere - Cartier Iris- nouă Mall Rivus;209000.0;3483.0;46.7991558;23.6079041;Iris, Cluj-Napoca, Cluj;60.0;;fără informații;9;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon;2024;clădire de apartamente;522;1;484;1;47;1;235;1;1062;1;1006;0;194;1;253;1;100;7;Excellent - Everything you need within walking distance
IDCAXK;https://www.storia.ro/ro/ofărăa/oras-babadag-apartament-2-camere-IDCAXK;Oras Babadag - Apartament 2 camere !;22500.0;459.0;44.8913109;28.7172231;Babadag, Tulcea;49.0;;fără informații;2;fără informații;fără informații;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;;bloc;358;1;493;1;266;1;377;1;643;1;454;1;215;1;-1;0;97;7;Excellent - Everything you need within walking distance
IDDr7w;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-decomandate-de-vnzare-parcare-zona-sopor-IDDr7w;Apartament cu 2 camere decomandate de vânzare | Parcare| zona Sopor;187000.0;3242.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;57.68;;centrală pe gaz;7;€ 850,00;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;balcon garaj bucătărie  separată;2018;bloc;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDBeVc;https://www.storia.ro/ro/ofărăa/resita-2-cam-cf-1-mobilat-utilat-et-1-micro-2-IDBeVc;Resita, 2 Cam. Cf. 1, Mobilat+Utilat, Et. 1, Micro 2;54500.0;1028.0;45.3049703;21.8821033;Resita, Caras-Severin;53.0;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1978;bloc;685;1;0;0;1527;0;394;1;495;1;261;1;335;1;1491;1;71;6;Good - Well connected to amenities
IDDDGq;https://www.storia.ro/ro/ofărăa/apartament-cu-3-camere-de-vanzare-in-5-residence-fărăst-apartments-IDDDGq;Apartament cu 3 camere de vanzare in 5 Residence fărăst Apartments;310000.0;3098.0;44.5077817;26.1377112;Bulevardul Pipera, Voluntari, Ilfov;100.05;;fără informații;1;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;terasă;2025;clădire de apartamente;28;1;988;0;10;1;361;1;240;1;121;1;121;1;168;1;100;7;Excellent - Everything you need within walking distance
IDD8et;https://www.storia.ro/ro/ofărăa/vand-apartament-cu-4-camere-in-maracineni-arges-IDD8et;Vand apartament cu 4 camere in Maracineni, Arges;80000.0;1013.0;44.892793;24.8778122;Maracineni, Maracineni, Arges;79.0;;fără informații;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;382;1;207;1;272;1;287;1;427;1;4;1;2943;0;1148;1;97;7;Excellent - Everything you need within walking distance
IDDBLv;https://www.storia.ro/ro/ofărăa/apartament-2-camere-finisat-mobilat-zona-bradet-IDDBLv;Apartament 2 camere finisat mobilat zona Bradet;42500.0;885.0;47.1739201;23.0662533;Bradet, Zalau, Salaj;48.0;;fără informații;5;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;172;1;258;1;225;1;330;1;950;1;309;1;314;1;188;1;97;8;Excellent - Everything you need within walking distance
IDCAXG;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-bulevardul-dacia-zona-digi-IDCAXG;Apartament 2 Camere Decomandat – Bulevardul Dacia, (Zona Digi);99000.0;1904.0;47.06883269999999;21.9157374;Decebal - Dacia, Oradea, Bihor;52.0;;centralizată;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;terasă;;bloc;366;1;239;1;52;1;144;1;355;1;193;1;174;1;336;1;100;8;Excellent - Everything you need within walking distance
IDvYzq;https://www.storia.ro/ro/ofărăa/apartament-1-camer-predare-2025-royal-town-iai-IDvYzq;Apartament 1 camer?, predare 2025, Royal Town Ia?i;110000.0;2535.0;47.19728869999999;27.5509153;Agronomie, Iasi, Iasi;43.4;;centrală pe gaz;5;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;bloc;148;1;833;0;8;1;1141;0;536;1;444;1;1154;0;874;1;99;5;Excellent - Everything you need within walking distance
IDBeWQ;https://www.storia.ro/ro/ofărăa/drumul-taberei-1-mai-bloc-stradal-high-class-IDBeWQ;Drumul Taberei,1 Mai,Bloc Stradal,High Class;73000.0;2355.0;44.4185419;26.0419394;Bulevardul 1 Mai, Drumul Taberei, Sectorul 6, Bucuresti;31.0;;centralizată;6;fără informații;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;balcon;;bloc;467;1;159;1;5;1;254;1;645;1;378;1;763;1;124;1;100;8;Excellent - Everything you need within walking distance
IDDI7i;https://www.storia.ro/ro/ofărăa/decomandata-calea-bucuresti-etaj-11-IDDI7i;Decomandata Calea Bucuresti etaj 11;63000.0;1909.0;44.31795229999999;23.7952673;Centru, Craiova, Dolj;33.0;;fără informații;10;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1980;bloc;244;1;68;1;385;1;161;1;60;1;532;1;137;1;69;1;97;8;Excellent - Everything you need within walking distance
IDD8ef;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-IDD8ef;Apartament de vanzare;72000.0;1385.0;45.0314279;23.2689393;Targu Jiu, Gorj;52.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;3;1;529;1;715;0;220;1;55;1;251;1;334;1;304;1;88;7;Very Good - Highly accessible location
IDDBLt;https://www.storia.ro/ro/ofărăa/apartament-2-camere-et-1-in-imobil-istoric-str-eugen-de-savoya-IDDBLt;APARTAMENT 2 CAMERE ET 1 IN IMOBIL ISTORIC STR EUGEN DE SAVOYA;110000.0;2798.0;45.7533725;21.2283064;Cetate, Timisoara, Timis;39.32;;fără informații;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;bucătărie  separată;1850;clădire de apartamente;232;1;50;1;326;1;297;1;290;1;87;1;88;1;270;1;97;8;Excellent - Everything you need within walking distance
IDCAXu;https://www.storia.ro/ro/ofărăa/3-camere-bloc-boutique-parcare-dorobanti-2024-IDCAXu;3 camere bloc boutique | parcare | Dorobanti 2024;450000.0;6923.0;44.4665307;26.1021931;Floreasca, Sectorul 1, Bucuresti;65.0;;fără informații;2;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;terasă;2024;clădire de apartamente;250;1;230;1;655;0;259;1;1119;1;1135;0;489;1;463;1;88;6;Very Good - Highly accessible location
IDDBF7;https://www.storia.ro/ro/ofărăa/comision-0-apartament-2-camere-kaufland-garaj-IDDBF7;Comision 0% Apartament 2 camere Kaufland garaj;165900.0;2963.0;46.7877432;23.6150768;Strada Fabricii, Bulgaria, Cluj-Napoca, Cluj;56.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2015;;557;1;342;1;25;1;73;1;712;1;430;1;141;1;127;1;100;8;Excellent - Everything you need within walking distance
IDDFao;https://www.storia.ro/ro/ofărăa/vanzare-garsoniera-la-casa-35-mp-centrul-istoric-IDDFao;Vanzare garsoniera la casa, 35 mp, Centrul Istoric.;89000.0;2543.0;45.64186480000001;25.5882272;Centrul Vechi, Brasov, Brasov;35.0;;centralizată;parter;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;beci;;vil?;147;1;99;1;257;1;32;1;269;1;103;1;409;1;279;1;97;8;Excellent - Everything you need within walking distance
IDBeTt;https://www.storia.ro/ro/ofărăa/apartament-la-casa-cu-3-camere-garsoniera-zona-centrală-castanilor-IDBeTt;Apartament la casa cu 3 camere + Garsoniera, zona centrală/ Castanilor;169000.0;1690.0;47.1182939;21.8919034;Episcopia Bihor, Oradea, Bihor;100.0;;fără informații;0;fără informații;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;grădină beci bucătărie  separată;;clădire de apartamente;1664;0;1361;0;741;0;2061;0;-1;0;724;1;1697;0;683;1;50;2;Average - Reasonable access to amenities
IDD8di;https://www.storia.ro/ro/ofărăa/apartament-2-camere-complex-ciurchi-52-79mp-IDD8di;Apartament 2 camere, Complex Ciurchi 52.79mp;80000.0;1778.0;47.16491509999999;27.5867552;Centru, Iasi, Iasi;45.0;;fără informații;10;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;239;1;98;1;122;1;480;1;173;1;301;1;75;1;460;1;100;8;Excellent - Everything you need within walking distance
IDDBLk;https://www.storia.ro/ro/ofărăa/nouăapartament-2-camere-mosnita-nouă-IDDBLk;nouă| Apartament 2 camere - Mosnita nouă;81500.0;1405.0;45.71896090000001;21.3227633;Mosnita nouă, Timis;58.0;;fără informații;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;bucătărie  separată;2025;clădire de apartamente;177;1;47;1;8;1;546;1;45;1;57;1;626;1;1727;1;100;8;Excellent - Everything you need within walking distance
IDCAXn;https://www.storia.ro/ro/ofărăa/etaj-2-apartament-cu-3-camere-de-vnzare-n-zona-traian-IDCAXn;Etaj 2 , apartament cu 3 camere DE VÂNZARE în zona Traian;98000.0;1531.0;47.6469372;23.5577695;Strada Matei Basarab, Garii, Baia Mare, Maramures;64.0;;centralizată;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1980;;78;1;607;1;291;1;272;1;244;1;358;1;243;1;530;1;97;8;Excellent - Everything you need within walking distance
IDvE9m;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-in-sibiu-zona-centrul-istoric-IDvE9m;Apartament cu 2 camere in Sibiu zona Centrul Istoric;100000.0;1923.0;45.80347889999999;24.1449997;Centrul Civic, Sibiu, Sibiu;52.0;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;1930;;126;1;0;0;103;1;456;1;135;1;595;1;173;1;345;1;100;7;Excellent - Everything you need within walking distance
IDAV5U;https://www.storia.ro/ro/ofărăa/apartament-decomandat-cu-2-camere-strada-diamantului-bragadiru-IDAV5U;Apartament decomandat cu 2 camere strada diamantului Bragadiru;65500.0;1191.0;44.3818054;25.9892482;Bragadiru, Ilfov;55.0;;centrală pe gaz;1;fără informații;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;balcon garaj bucătărie  separată;2024;bloc;1019;0;0;0;42;1;892;1;231;1;304;1;1342;0;189;1;100;5;Excellent - Everything you need within walking distance
IDD8df;https://www.storia.ro/ro/ofărăa/apartament-la-super-pret-pe-mihai-viteazu-la-cheie-intabulat-IDD8df;Apartament la super pret pe Mihai Viteazu, la cheie, intabulat;74000.0;1194.0;45.8066143;24.144683;Terezian, Sibiu, Sibiu;62.0;;fără informații;5;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;;clădire de apartamente;73;1;303;1;131;1;123;1;223;1;325;1;378;1;331;1;100;8;Excellent - Everything you need within walking distance
IDDBLh;https://www.storia.ro/ro/ofărăa/apartament-3-camere-decomandat-calea-dumbravii-IDDBLh;Apartament 3 camere | Decomandat | Calea Dumbravii;259000.0;2878.0;45.7778381;24.1441611;Dumbravii, Sibiu, Sibiu;90.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;terasă garaj;2009;clădire de apartamente;247;1;480;1;120;1;618;1;187;1;570;1;166;1;92;1;100;8;Excellent - Everything you need within walking distance
IDCAXc;https://www.storia.ro/ro/ofărăa/ofărăa-apartament-cu-2-camere-nouă6-min-de-metrou-berceni-300-m-IDCAXc;OfărăA !!Apartament cu 2 camere nouă 6 min de Metrou Berceni (300 m);56900.0;1116.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;51.0;;centralizată;2;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2025;bloc;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDCLxR;https://www.storia.ro/ro/ofărăa/penthouse-ultramodern-de-vanzare-predare-imediata-IDCLxR;Penthouse ultramodern de vanzare - predare imediata;139000.0;1149.0;47.1411044;27.5418847;Strada Viilor, Balciu, Miroslava, Iasi;121.0;;centrală electric?;3;fără informații;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;balcon terasă beci bucătărie  separată scară interioară;2024;bloc;261;1;161;1;458;1;825;1;433;1;770;1;839;1;1085;1;93;8;Excellent - Everything you need within walking distance
IDxfV3;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-royal-town-IDxfV3;Apartament 2 Camere decomandat, Royal Town;120000.0;2308.0;47.19728869999999;27.5509153;Agronomie, Iasi, Iasi;52.0;;centrală pe gaz;parter;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;bloc;148;1;833;0;8;1;1141;0;536;1;444;1;1154;0;874;1;99;5;Excellent - Everything you need within walking distance
IDBeSa;https://www.storia.ro/ro/ofărăa/apartament-3-camere-IDBeSa;Apartament 3 camere;68000.0;1000.0;43.9037076;25.9699265;Giurgiu, Giurgiu;68.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;156;1;0;0;40;1;247;1;121;1;64;1;243;1;199;1;100;7;Excellent - Everything you need within walking distance
IDD8d1;https://www.storia.ro/ro/ofărăa/2-camere-bloc-reabilitat-piata-veteranilor-IDD8d1;2 Camere | Bloc Reabilitat | Piata Veteranilor;121000.0;2547.0;44.4354305;26.0171063;Militari, Sectorul 6, Bucuresti;47.5;;fără informații;4;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1980;;211;1;167;1;199;1;296;1;157;1;383;1;248;1;313;1;100;8;Excellent - Everything you need within walking distance
IDDBLg;https://www.storia.ro/ro/ofărăa/apartament-3-camere-de-vanzare-valea-lupului-IDDBLg;Apartament 3 camere de vanzare Valea Lupului;92000.0;1034.0;47.18119;27.5151146;Valea Lupului, Valea Lupului, Iasi;89.0;;fără informații;parter;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;2009;bloc;231;1;542;1;166;1;36;1;1204;1;194;1;192;1;331;1;100;8;Excellent - Everything you need within walking distance
